type,name,description,time,price,location,area,note,id,full_text,vector_search
stay,Rosamia Hotel Danang,hotel,all-day,2M VND (~80$)/night,282 Vo Nguyen Giap,beach,"Luxury hotel with rooftop pool, gym, and panoramic sea-facing suites.",stay_272,"hotel all-day 2M VND (~80$)/night 282 Vo Nguyen Giap beach Luxury hotel with rooftop pool, gym, and panoramic sea-facing suites.","Luxury hotel with rooftop pool, gym, and panoramic sea-facing suites."
stay,Mango Villa Danang,villa,all-day,3.5M VND (~140$)/night,Lot 5 My Da Tay 3,beach,"Charming pastel villa with private garden, BBQ grill, and close to beach cafés.",stay_273,"villa all-day 3.5M VND (~140$)/night Lot 5 My Da Tay 3 beach Charming pastel villa with private garden, BBQ grill, and close to beach cafés.","Charming pastel villa with private garden, BBQ grill, and close to beach cafés."
stay,Pavilion Hotel Danang,hotel,all-day,1.2M VND (~48$)/night,35 Vo Van Kiet,center,"4-star hotel with rooftop pool, near Han River and Dragon Bridge. Clean rooms and buffet included.",stay_274,"hotel all-day 1.2M VND (~48$)/night 35 Vo Van Kiet center 4-star hotel with rooftop pool, near Han River and Dragon Bridge. Clean rooms and buffet included.","4-star hotel with rooftop pool, near Han River and Dragon Bridge. Clean rooms and buffet included."
stay,Sunflower Hotel Danang,hotel,all-day,750k VND (~30$)/night,36 Nguyen Chi Thanh,center,"Affordable hotel in central Da Nang, with strong Wi-Fi and local market nearby.",stay_275,"hotel all-day 750k VND (~30$)/night 36 Nguyen Chi Thanh center Affordable hotel in central Da Nang, with strong Wi-Fi and local market nearby.","Affordable hotel in central Da Nang, with strong Wi-Fi and local market nearby."
stay,Vivian Villa & Apartment,villa,all-day,2.7M VND (~108$)/night,85 Dinh Thon,center,"Stylish, well-equipped villa with full kitchen and family-friendly garden space.",stay_276,"villa all-day 2.7M VND (~108$)/night 85 Dinh Thon center Stylish, well-equipped villa with full kitchen and family-friendly garden space.","Stylish, well-equipped villa with full kitchen and family-friendly garden space."
stay,Inntel Hotel Danang,hotel,all-day,950k VND (~38$)/night,233 Nguyen Van Linh,center,"Business-friendly hotel with conference room, breakfast, and close to airport.",stay_277,"hotel all-day 950k VND (~38$)/night 233 Nguyen Van Linh center Business-friendly hotel with conference room, breakfast, and close to airport.","Business-friendly hotel with conference room, breakfast, and close to airport."
stay,May Home Danang,homestay,all-day,480k VND (~19$)/night,10 Le Quang Dao,beach,"Cozy homestay with cute decor and kind host, walkable to beach and local food.",stay_278,"homestay all-day 480k VND (~19$)/night 10 Le Quang Dao beach Cozy homestay with cute decor and kind host, walkable to beach and local food.","Cozy homestay with cute decor and kind host, walkable to beach and local food."
stay,Samdi Hotel,hotel,all-day,1.3M VND (~52$)/night,331 Nguyen Van Linh,center,"Modern hotel with rooftop bar, gym, and only 5 mins from Da Nang International Airport.",stay_279,"hotel all-day 1.3M VND (~52$)/night 331 Nguyen Van Linh center Modern hotel with rooftop bar, gym, and only 5 mins from Da Nang International Airport.","Modern hotel with rooftop bar, gym, and only 5 mins from Da Nang International Airport."
stay,Ciao Hostel Danang,hostel,all-day,190k VND (~8$)/night,57 Tran Hung Dao,river,"Colorful and lively hostel near Han River, popular with backpackers and solo travelers.",stay_280,"hostel all-day 190k VND (~8$)/night 57 Tran Hung Dao river Colorful and lively hostel near Han River, popular with backpackers and solo travelers.","Colorful and lively hostel near Han River, popular with backpackers and solo travelers."
stay,My House Homestay,homestay,all-day,400k VND (~16$)/night,43 Nguyen Van Thoai,beach,"Clean, minimalist homestay with quiet surroundings and a sweet garden patio.",stay_281,"homestay all-day 400k VND (~16$)/night 43 Nguyen Van Thoai beach Clean, minimalist homestay with quiet surroundings and a sweet garden patio.","Clean, minimalist homestay with quiet surroundings and a sweet garden patio."
stay,Grand Tourane Hotel,hotel,all-day,1.8M VND (~72$)/night,252 Vo Nguyen Giap,beach,Luxury hotel opposite My Khe Beach with spacious rooms and sea-view balconies.,stay_282,hotel all-day 1.8M VND (~72$)/night 252 Vo Nguyen Giap beach Luxury hotel opposite My Khe Beach with spacious rooms and sea-view balconies.,Luxury hotel opposite My Khe Beach with spacious rooms and sea-view balconies.
stay,Seashore Villa Da Nang,villa,all-day,3.2M VND (~128$)/night,31 Vo Nguyen Giap,beach,"Elegant beachfront villa with private pool and stylish interiors, ideal for families.",stay_283,"villa all-day 3.2M VND (~128$)/night 31 Vo Nguyen Giap beach Elegant beachfront villa with private pool and stylish interiors, ideal for families.","Elegant beachfront villa with private pool and stylish interiors, ideal for families."
stay,Sepon Blue Hotel,hotel,all-day,780k VND (~31$)/night,112 Ho Nghinh,beach,"Affordable beach hotel with daily cleaning, free breakfast, and airport shuttle service.",stay_284,"hotel all-day 780k VND (~31$)/night 112 Ho Nghinh beach Affordable beach hotel with daily cleaning, free breakfast, and airport shuttle service.","Affordable beach hotel with daily cleaning, free breakfast, and airport shuttle service."
stay,Clement Boutique Hotel,hotel,all-day,1.1M VND (~44$)/night,20 An Thuong 37,beach,"Modern boutique hotel near cafes, beach, and walking street in An Thuong area.",stay_285,"hotel all-day 1.1M VND (~44$)/night 20 An Thuong 37 beach Modern boutique hotel near cafes, beach, and walking street in An Thuong area.","Modern boutique hotel near cafes, beach, and walking street in An Thuong area."
stay,Chaca House Danang,homestay,all-day,390k VND (~16$)/night,91 Tran Cao Van,center,"Sweet, pet-friendly homestay with shared kitchen and friendly staff.",stay_286,"homestay all-day 390k VND (~16$)/night 91 Tran Cao Van center Sweet, pet-friendly homestay with shared kitchen and friendly staff.","Sweet, pet-friendly homestay with shared kitchen and friendly staff."
stay,Serene Beach Hotel,hotel,all-day,1.6M VND (~64$)/night,274 Vo Nguyen Giap,beach,"Upscale beachfront hotel with pool, gym, and restaurant. Sunset views from rooftop.",stay_287,"hotel all-day 1.6M VND (~64$)/night 274 Vo Nguyen Giap beach Upscale beachfront hotel with pool, gym, and restaurant. Sunset views from rooftop.","Upscale beachfront hotel with pool, gym, and restaurant. Sunset views from rooftop."
stay,Cocoon Villa Danang,villa,all-day,4M VND (~160$)/night,K30 My Da Dong,beach,"Private villa with 3 bedrooms, BBQ patio, and tropical garden. Great for group stays.",stay_288,"villa all-day 4M VND (~160$)/night K30 My Da Dong beach Private villa with 3 bedrooms, BBQ patio, and tropical garden. Great for group stays.","Private villa with 3 bedrooms, BBQ patio, and tropical garden. Great for group stays."
stay,Champa Hotel Danang,hotel,all-day,980k VND (~39$)/night,134 Bach Dang,river,"Simple riverfront hotel close to Dragon Bridge, offering balcony rooms and free Wi-Fi.",stay_289,"hotel all-day 980k VND (~39$)/night 134 Bach Dang river Simple riverfront hotel close to Dragon Bridge, offering balcony rooms and free Wi-Fi.","Simple riverfront hotel close to Dragon Bridge, offering balcony rooms and free Wi-Fi."
stay,D House Hostel,hostel,all-day,160k VND (~6.5$)/night,52 An Thuong 10,beach,Budget-friendly capsule beds with clean facilities and motorbike rental available.,stay_290,hostel all-day 160k VND (~6.5$)/night 52 An Thuong 10 beach Budget-friendly capsule beds with clean facilities and motorbike rental available.,Budget-friendly capsule beds with clean facilities and motorbike rental available.
stay,Olana Hotel Danang,hotel,all-day,1.2M VND (~48$)/night,77-79 Ho Xuan Huong,beach,"Good-value hotel close to both beach and airport, with breakfast and rooftop bar.",stay_291,"hotel all-day 1.2M VND (~48$)/night 77-79 Ho Xuan Huong beach Good-value hotel close to both beach and airport, with breakfast and rooftop bar.","Good-value hotel close to both beach and airport, with breakfast and rooftop bar."
stay,Nguyen House Homestay,homestay,all-day,420k VND (~17$)/night,6 Dinh Thi Hoa,center,"Local home with bright rooms and helpful hosts. Quiet, safe area.",stay_292,"homestay all-day 420k VND (~17$)/night 6 Dinh Thi Hoa center Local home with bright rooms and helpful hosts. Quiet, safe area.","Local home with bright rooms and helpful hosts. Quiet, safe area."
stay,Mira Villa Danang,villa,all-day,3.8M VND (~152$)/night,10 Tran Bach Dang,beach,"Spacious modern villa with full kitchen, living area, and just 2 minutes to beach.",stay_293,"villa all-day 3.8M VND (~152$)/night 10 Tran Bach Dang beach Spacious modern villa with full kitchen, living area, and just 2 minutes to beach.","Spacious modern villa with full kitchen, living area, and just 2 minutes to beach."
stay,Eco Green Boutique Hotel,hotel,all-day,1.5M VND (~60$)/night,1 An Thuong 2,beach,"Eco-conscious hotel using solar energy, minimalist decor, and vegan breakfast available.",stay_294,"hotel all-day 1.5M VND (~60$)/night 1 An Thuong 2 beach Eco-conscious hotel using solar energy, minimalist decor, and vegan breakfast available.","Eco-conscious hotel using solar energy, minimalist decor, and vegan breakfast available."
stay,Lupin Villa and Apartment,villa,all-day,2.4M VND (~96$)/night,15 Le Quang Dao,beach,Comfortable villa-apartment hybrid with long-stay option and strong Wi-Fi for remote work.,stay_295,villa all-day 2.4M VND (~96$)/night 15 Le Quang Dao beach Comfortable villa-apartment hybrid with long-stay option and strong Wi-Fi for remote work.,Comfortable villa-apartment hybrid with long-stay option and strong Wi-Fi for remote work.
stay,Luv Homestay,homestay,all-day,400k VND (~16$)/night,66 Chau Thi Vinh Te,center,"Cozy rooms with pastel decor, kitchen access, and close to Da Nang University.",stay_296,"homestay all-day 400k VND (~16$)/night 66 Chau Thi Vinh Te center Cozy rooms with pastel decor, kitchen access, and close to Da Nang University.","Cozy rooms with pastel decor, kitchen access, and close to Da Nang University."
stay,Mai Boutique Hostel,hostel,all-day,210k VND (~8.5$)/night,115 Hai Phong,center,"Stylish hostel with capsule beds, in-house bar, and walking distance to nightlife spots.",stay_297,"hostel all-day 210k VND (~8.5$)/night 115 Hai Phong center Stylish hostel with capsule beds, in-house bar, and walking distance to nightlife spots.","Stylish hostel with capsule beds, in-house bar, and walking distance to nightlife spots."
stay,Origo Hotel Da Nang,hotel,all-day,1.3M VND (~52$)/night,36 Le Manh Trinh,beach,"Newly built hotel with sea view, modern design, and great customer service.",stay_298,"hotel all-day 1.3M VND (~52$)/night 36 Le Manh Trinh beach Newly built hotel with sea view, modern design, and great customer service.","Newly built hotel with sea view, modern design, and great customer service."
